Kod,Powiat,Płeć,Rok,Ludność,Bezrobotni,Ludność_wiek_prod,Wynagrodzenie_przeciętne
1817000,Powiat sanocki,kobiety,2015,48827,2019,28421,NA
1817000,Powiat sanocki,kobiety,2016,48721,1915,27992,NA
1817000,Powiat sanocki,kobiety,2017,48491,1577,27527,NA
1817000,Powiat sanocki,kobiety,2018,48336,1481,27146,NA
1817000,Powiat sanocki,kobiety,2019,48149,1375,26741,NA
1817000,Powiat sanocki,kobiety,2020,46951,1502,25250,NA
1817000,Powiat sanocki,kobiety,2021,46508,1258,24874,NA
1817000,Powiat sanocki,kobiety,2022,46177,1312,24557,NA
1817000,Powiat sanocki,kobiety,2023,45872,1337,24250,NA
1817000,Powiat sanocki,kobiety,2024,45558,1404,24002,NA
1818000,Powiat stalowowolski,ogółem,2015,107946,4215,68523,3651.26
1818000,Powiat stalowowolski,ogółem,2016,107576,3082,67554,3809.71
1818000,Powiat stalowowolski,ogółem,2017,107138,2668,66472,4049.03
1818000,Powiat stalowowolski,ogółem,2018,106619,2417,65405,4272.16
1818000,Powiat stalowowolski,ogółem,2019,106037,2077,64269,4611.67
1818000,Powiat stalowowolski,ogółem,2020,103563,2778,61472,4777.46
1818000,Powiat stalowowolski,ogółem,2021,102422,2204,60282,5263.24
1818000,Powiat stalowowolski,ogółem,2022,101637,1841,59456,5817.58
1818000,Powiat stalowowolski,ogółem,2023,100891,1943,58593,6705.72
1818000,Powiat stalowowolski,ogółem,2024,100034,2098,57754,7610.66
1818000,Powiat stalowowolski,mężczyźni,2015,52515,1935,36418,NA
1818000,Powiat stalowowolski,mężczyźni,2016,52314,1438,35921,NA
1818000,Powiat stalowowolski,mężczyźni,2017,52055,1167,35343,NA
1818000,Powiat stalowowolski,mężczyźni,2018,51744,1042,34796,NA
1818000,Powiat stalowowolski,mężczyźni,2019,51393,929,34194,NA
1818000,Powiat stalowowolski,mężczyźni,2020,50310,1288,32836,NA
1818000,Powiat stalowowolski,mężczyźni,2021,49743,1016,32186,NA
1818000,Powiat stalowowolski,mężczyźni,2022,49307,826,31673,NA
1818000,Powiat stalowowolski,mężczyźni,2023,48919,890,31172,NA
1818000,Powiat stalowowolski,mężczyźni,2024,48464,1015,30706,NA
1818000,Powiat stalowowolski,kobiety,2015,55431,2280,32105,NA
1818000,Powiat stalowowolski,kobiety,2016,55262,1644,31633,NA
1818000,Powiat stalowowolski,kobiety,2017,55083,1501,31129,NA
1818000,Powiat stalowowolski,kobiety,2018,54875,1375,30609,NA
1818000,Powiat stalowowolski,kobiety,2019,54644,1148,30075,NA
1818000,Powiat stalowowolski,kobiety,2020,53253,1490,28636,NA
1818000,Powiat stalowowolski,kobiety,2021,52679,1188,28096,NA
1818000,Powiat stalowowolski,kobiety,2022,52330,1015,27783,NA
1818000,Powiat stalowowolski,kobiety,2023,51972,1053,27421,NA
1818000,Powiat stalowowolski,kobiety,2024,51570,1083,27048,NA
1819000,Powiat strzyżowski,ogółem,2015,61852,5448,39208,2990.08
1819000,Powiat strzyżowski,ogółem,2016,61781,4746,39139,3088.3
1819000,Powiat strzyżowski,ogółem,2017,61690,4021,38923,3209.49
1819000,Powiat strzyżowski,ogółem,2018,61558,3730,38565,3459.69
1819000,Powiat strzyżowski,ogółem,2019,61386,3441,38235,3686.34
1819000,Powiat strzyżowski,ogółem,2020,60350,3830,36815,4052.65
1819000,Powiat strzyżowski,ogółem,2021,59852,3535,36452,4406.16
1819000,Powiat strzyżowski,ogółem,2022,59514,3266,36140,4831.84
1819000,Powiat strzyżowski,ogółem,2023,59201,3125,35780,5641.69
1819000,Powiat strzyżowski,ogółem,2024,58775,3113,35310,6717.74
1819000,Powiat strzyżowski,mężczyźni,2015,30655,2619,21090,NA
1819000,Powiat strzyżowski,mężczyźni,2016,30639,2242,21066,NA
1819000,Powiat strzyżowski,mężczyźni,2017,30574,1867,20943,NA
1819000,Powiat strzyżowski,mężczyźni,2018,30517,1734,20754,NA
1819000,Powiat strzyżowski,mężczyźni,2019,30449,1576,20612,NA
1819000,Powiat strzyżowski,mężczyźni,2020,29935,1789,19887,NA
1819000,Powiat strzyżowski,mężczyźni,2021,29710,1663,19699,NA
1819000,Powiat strzyżowski,mężczyźni,2022,29512,1553,19498,NA
1819000,Powiat strzyżowski,mężczyźni,2023,29367,1546,19342,NA
1819000,Powiat strzyżowski,mężczyźni,2024,29178,1544,19114,NA
1819000,Powiat strzyżowski,kobiety,2015,31197,2829,18118,NA
1819000,Powiat strzyżowski,kobiety,2016,31142,2504,18073,NA
1819000,Powiat strzyżowski,kobiety,2017,31116,2154,17980,NA
1819000,Powiat strzyżowski,kobiety,2018,31041,1996,17811,NA
1819000,Powiat strzyżowski,kobiety,2019,30937,1865,17623,NA
1819000,Powiat strzyżowski,kobiety,2020,30415,2041,16928,NA
1819000,Powiat strzyżowski,kobiety,2021,30142,1872,16753,NA
1819000,Powiat strzyżowski,kobiety,2022,30002,1713,16642,NA
1819000,Powiat strzyżowski,kobiety,2023,29834,1579,16438,NA
1819000,Powiat strzyżowski,kobiety,2024,29597,1569,16196,NA
1820000,Powiat tarnobrzeski,ogółem,2015,53711,2542,34381,3531.2
1820000,Powiat tarnobrzeski,ogółem,2016,53481,2331,34159,3636.86
1820000,Powiat tarnobrzeski,ogółem,2017,53388,1803,33880,3879.26
1820000,Powiat tarnobrzeski,ogółem,2018,53236,1526,33501,4150.05
1820000,Powiat tarnobrzeski,ogółem,2019,52965,1472,33020,4329.59
1820000,Powiat tarnobrzeski,ogółem,2020,51919,1721,31470,4723.98
1820000,Powiat tarnobrzeski,ogółem,2021,51503,1610,30993,5181.79
1820000,Powiat tarnobrzeski,ogółem,2022,51300,1284,30743,5746.03
1820000,Powiat tarnobrzeski,ogółem,2023,50935,1251,30413,6404.66
1820000,Powiat tarnobrzeski,ogółem,2024,50550,1243,30052,7370.67
1820000,Powiat tarnobrzeski,mężczyźni,2015,26419,1179,18308,NA
1820000,Powiat tarnobrzeski,mężczyźni,2016,26307,1054,18224,NA
1820000,Powiat tarnobrzeski,mężczyźni,2017,26268,753,18148,NA
1820000,Powiat tarnobrzeski,mężczyźni,2018,26175,639,17969,NA
1820000,Powiat tarnobrzeski,mężczyźni,2019,26007,636,17703,NA
1820000,Powiat tarnobrzeski,mężczyźni,2020,25432,790,16931,NA
1820000,Powiat tarnobrzeski,mężczyźni,2021,25257,784,16661,NA
1820000,Powiat tarnobrzeski,mężczyźni,2022,25177,607,16549,NA
1820000,Powiat tarnobrzeski,mężczyźni,2023,24976,605,16348,NA
1820000,Powiat tarnobrzeski,mężczyźni,2024,24754,624,16126,NA
1820000,Powiat tarnobrzeski,kobiety,2015,27292,1363,16073,NA
1820000,Powiat tarnobrzeski,kobiety,2016,27174,1277,15935,NA
1820000,Powiat tarnobrzeski,kobiety,2017,27120,1050,15732,NA
1820000,Powiat tarnobrzeski,kobiety,2018,27061,887,15532,NA
1820000,Powiat tarnobrzeski,kobiety,2019,26958,836,15317,NA
1820000,Powiat tarnobrzeski,kobiety,2020,26487,931,14539,NA
1820000,Powiat tarnobrzeski,kobiety,2021,26246,826,14332,NA
1820000,Powiat tarnobrzeski,kobiety,2022,26123,677,14194,NA
1820000,Powiat tarnobrzeski,kobiety,2023,25959,646,14065,NA
1820000,Powiat tarnobrzeski,kobiety,2024,25796,619,13926,NA
1821000,Powiat leski,ogółem,2015,26747,2486,17028,3504.61
1821000,Powiat leski,ogółem,2016,26691,2413,16903,3712.64
1821000,Powiat leski,ogółem,2017,26606,2026,16722,3945.7
1821000,Powiat leski,ogółem,2018,26562,1923,16599,4172.71
1821000,Powiat leski,ogółem,2019,26441,1852,16403,4450.43
1821000,Powiat leski,ogółem,2020,25971,1944,15726,4832.85
1821000,Powiat leski,ogółem,2021,25696,1745,15483,5247.07
1821000,Powiat leski,ogółem,2022,25565,1747,15310,5831.15
1821000,Powiat leski,ogółem,2023,25397,1716,15120,6434.16
1821000,Powiat leski,ogółem,2024,25224,1726,14942,7462.45
1821000,Powiat leski,mężczyźni,2015,13218,1300,9089,NA
1821000,Powiat leski,mężczyźni,2016,13183,1288,9040,NA
1821000,Powiat leski,mężczyźni,2017,13149,1058,8975,NA
1821000,Powiat leski,mężczyźni,2018,13119,988,8909,NA
1821000,Powiat leski,mężczyźni,2019,13058,988,8807,NA
1821000,Powiat leski,mężczyźni,2020,12796,1020,8466,NA
1821000,Powiat leski,mężczyźni,2021,12668,933,8333,NA
1821000,Powiat leski,mężczyźni,2022,12591,917,8227,NA
1821000,Powiat leski,mężczyźni,2023,12498,927,8127,NA
1821000,Powiat leski,mężczyźni,2024,12381,926,8010,NA
1821000,Powiat leski,kobiety,2015,13529,1186,7939,NA
1821000,Powiat leski,kobiety,2016,13508,1125,7863,NA
1821000,Powiat leski,kobiety,2017,13457,968,7747,NA
1821000,Powiat leski,kobiety,2018,13443,935,7690,NA
1821000,Powiat leski,kobiety,2019,13383,864,7596,NA
1821000,Powiat leski,kobiety,2020,13175,924,7260,NA
1821000,Powiat leski,kobiety,2021,13028,812,7150,NA
1821000,Powiat leski,kobiety,2022,12974,830,7083,NA
1821000,Powiat leski,kobiety,2023,12899,789,6993,NA
1821000,Powiat leski,kobiety,2024,12843,800,6932,NA
1861000,Powiat m. Krosno,ogółem,2015,46775,1796,28679,3266.12
1861000,Powiat m. Krosno,ogółem,2016,46565,1415,28125,3438.78
1861000,Powiat m. Krosno,ogółem,2017,46600,1003,27758,3608.07
1861000,Powiat m. Krosno,ogółem,2018,46511,789,27411,3875.04
1861000,Powiat m. Krosno,ogółem,2019,46291,695,26947,4217.51
1861000,Powiat m. Krosno,ogółem,2020,45165,947,25835,4424.93
1861000,Powiat m. Krosno,ogółem,2021,44687,701,25246,4981.2
1861000,Powiat m. Krosno,ogółem,2022,44322,720,24818,5420.94
1861000,Powiat m. Krosno,ogółem,2023,44060,790,24368,6135.13
1861000,Powiat m. Krosno,ogółem,2024,43594,814,23948,7010.88
1861000,Powiat m. Krosno,mężczyźni,2015,22084,847,14890,NA
1861000,Powiat m. Krosno,mężczyźni,2016,22065,638,14681,NA
1861000,Powiat m. Krosno,mężczyźni,2017,22052,491,14542,NA
1861000,Powiat m. Krosno,mężczyźni,2018,21985,374,14377,NA
1861000,Powiat m. Krosno,mężczyźni,2019,21855,348,14127,NA
1861000,Powiat m. Krosno,mężczyźni,2020,21324,477,13560,NA
1861000,Powiat m. Krosno,mężczyźni,2021,21039,328,13242,NA
1861000,Powiat m. Krosno,mężczyźni,2022,20861,333,13030,NA
1861000,Powiat m. Krosno,mężczyźni,2023,20759,362,12770,NA
1861000,Powiat m. Krosno,mężczyźni,2024,20527,388,12575,NA
1861000,Powiat m. Krosno,kobiety,2015,24691,949,13789,NA
1861000,Powiat m. Krosno,kobiety,2016,24500,777,13444,NA
1861000,Powiat m. Krosno,kobiety,2017,24548,512,13216,NA
1861000,Powiat m. Krosno,kobiety,2018,24526,415,13034,NA
1861000,Powiat m. Krosno,kobiety,2019,24436,347,12820,NA
1861000,Powiat m. Krosno,kobiety,2020,23841,470,12275,NA
1861000,Powiat m. Krosno,kobiety,2021,23648,373,12004,NA
1861000,Powiat m. Krosno,kobiety,2022,23461,387,11788,NA
1861000,Powiat m. Krosno,kobiety,2023,23301,428,11598,NA
1861000,Powiat m. Krosno,kobiety,2024,23067,426,11373,NA
1862000,Powiat m. Przemyśl,ogółem,2015,62720,4100,38777,3501.18
1862000,Powiat m. Przemyśl,ogółem,2016,62154,3866,38033,3628.24
1862000,Powiat m. Przemyśl,ogółem,2017,61808,3439,37350,3633.05
1862000,Powiat m. Przemyśl,ogółem,2018,61251,3088,36519,3828.38
1862000,Powiat m. Przemyśl,ogółem,2019,60689,2851,35678,4078.09
1862000,Powiat m. Przemyśl,ogółem,2020,58625,3076,33790,4522.95
1862000,Powiat m. Przemyśl,ogółem,2021,57568,2907,32987,5100.21
1862000,Powiat m. Przemyśl,ogółem,2022,56802,2487,32256,5454.18
1862000,Powiat m. Przemyśl,ogółem,2023,56050,2346,31524,6251.54
1862000,Powiat m. Przemyśl,ogółem,2024,55292,2338,30908,7329.48
1862000,Powiat m. Przemyśl,mężczyźni,2015,29430,1983,20102,NA
1862000,Powiat m. Przemyśl,mężczyźni,2016,29193,1843,19787,NA
1862000,Powiat m. Przemyśl,mężczyźni,2017,29040,1645,19479,NA
1862000,Powiat m. Przemyśl,mężczyźni,2018,28740,1429,19076,NA
1862000,Powiat m. Przemyśl,mężczyźni,2019,28436,1356,18684,NA
1862000,Powiat m. Przemyśl,mężczyźni,2020,27411,1473,17707,NA
1862000,Powiat m. Przemyśl,mężczyźni,2021,26911,1417,17339,NA
1862000,Powiat m. Przemyśl,mężczyźni,2022,26564,1292,16996,NA
1862000,Powiat m. Przemyśl,mężczyźni,2023,26254,1198,16612,NA
1862000,Powiat m. Przemyśl,mężczyźni,2024,25842,1254,16265,NA
1862000,Powiat m. Przemyśl,kobiety,2015,33290,2117,18675,NA
1862000,Powiat m. Przemyśl,kobiety,2016,32961,2023,18246,NA
1862000,Powiat m. Przemyśl,kobiety,2017,32768,1794,17871,NA
1862000,Powiat m. Przemyśl,kobiety,2018,32511,1659,17443,NA
1862000,Powiat m. Przemyśl,kobiety,2019,32253,1495,16994,NA
1862000,Powiat m. Przemyśl,kobiety,2020,31214,1603,16083,NA
1862000,Powiat m. Przemyśl,kobiety,2021,30657,1490,15648,NA
1862000,Powiat m. Przemyśl,kobiety,2022,30238,1195,15260,NA
1862000,Powiat m. Przemyśl,kobiety,2023,29796,1148,14912,NA
1862000,Powiat m. Przemyśl,kobiety,2024,29450,1084,14643,NA
1863000,Powiat m. Rzeszów,ogółem,2015,185896,8463,117746,4231.81
1863000,Powiat m. Rzeszów,ogółem,2016,187422,7884,117096,4319.48
1863000,Powiat m. Rzeszów,ogółem,2017,189662,6834,116960,4510.48
1863000,Powiat m. Rzeszów,ogółem,2018,191564,6571,116565,4802.41
1863000,Powiat m. Rzeszów,ogółem,2019,196208,6181,117888,5117.26
1863000,Powiat m. Rzeszów,ogółem,2020,194374,7419,116834,5518.24
1863000,Powiat m. Rzeszów,ogółem,2021,196374,6294,117145,6072.54
1863000,Powiat m. Rzeszów,ogółem,2022,197181,5452,116651,6508.96
1863000,Powiat m. Rzeszów,ogółem,2023,197268,5033,115909,7428.94
1863000,Powiat m. Rzeszów,ogółem,2024,198317,4957,115901,8680.49
1863000,Powiat m. Rzeszów,mężczyźni,2015,87890,4167,60152,NA
1863000,Powiat m. Rzeszów,mężczyźni,2016,88692,3828,60015,NA
1863000,Powiat m. Rzeszów,mężczyźni,2017,89854,3364,60022,NA
1863000,Powiat m. Rzeszów,mężczyźni,2018,90845,3113,59933,NA
1863000,Powiat m. Rzeszów,mężczyźni,2019,93189,2977,60681,NA
1863000,Powiat m. Rzeszów,mężczyźni,2020,92323,3627,60123,NA
1863000,Powiat m. Rzeszów,mężczyźni,2021,93313,3055,60247,NA
1863000,Powiat m. Rzeszów,mężczyźni,2022,93600,2624,59885,NA
1863000,Powiat m. Rzeszów,mężczyźni,2023,93613,2476,59457,NA
1863000,Powiat m. Rzeszów,mężczyźni,2024,94162,2482,59371,NA
1863000,Powiat m. Rzeszów,kobiety,2015,98006,4296,57594,NA
1863000,Powiat m. Rzeszów,kobiety,2016,98730,4056,57081,NA
1863000,Powiat m. Rzeszów,kobiety,2017,99808,3470,56938,NA
1863000,Powiat m. Rzeszów,kobiety,2018,100719,3458,56632,NA
1863000,Powiat m. Rzeszów,kobiety,2019,103019,3204,57207,NA
1863000,Powiat m. Rzeszów,kobiety,2020,102051,3792,56711,NA
1863000,Powiat m. Rzeszów,kobiety,2021,103061,3239,56898,NA
1863000,Powiat m. Rzeszów,kobiety,2022,103581,2828,56766,NA
1863000,Powiat m. Rzeszów,kobiety,2023,103655,2557,56452,NA
1863000,Powiat m. Rzeszów,kobiety,2024,104155,2475,56530,NA
1864000,Powiat m. Tarnobrzeg,ogółem,2015,47816,2351,29868,3284.02
1864000,Powiat m. Tarnobrzeg,ogółem,2016,47595,2083,29429,3395.51
1864000,Powiat m. Tarnobrzeg,ogółem,2017,47387,1705,28959,3610.23
1864000,Powiat m. Tarnobrzeg,ogółem,2018,47047,1473,28453,3808.19
1864000,Powiat m. Tarnobrzeg,ogółem,2019,46745,1284,28017,4146.9
1864000,Powiat m. Tarnobrzeg,ogółem,2020,45054,1492,26523,4578.25
1864000,Powiat m. Tarnobrzeg,ogółem,2021,44529,1424,26015,5062.44
1864000,Powiat m. Tarnobrzeg,ogółem,2022,44156,1065,25537,5478.64
1864000,Powiat m. Tarnobrzeg,ogółem,2023,43712,1065,25065,6266.91
1864000,Powiat m. Tarnobrzeg,ogółem,2024,43224,999,24698,7268.95
1864000,Powiat m. Tarnobrzeg,mężczyźni,2015,22974,1130,15701,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2016,22826,983,15497,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2017,22694,788,15285,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2018,22512,699,15049,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2019,22367,608,14854,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2020,21438,725,14009,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2021,21177,691,13720,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2022,20994,506,13491,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2023,20766,512,13267,NA
1864000,Powiat m. Tarnobrzeg,mężczyźni,2024,20542,506,13095,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2015,24842,1221,14167,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2016,24769,1100,13932,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2017,24693,917,13674,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2018,24535,774,13404,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2019,24378,676,13163,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2020,23616,767,12514,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2021,23352,733,12295,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2022,23162,559,12046,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2023,22946,553,11798,NA
1864000,Powiat m. Tarnobrzeg,kobiety,2024,22682,493,11603,NA
2001000,Powiat augustowski,ogółem,2015,59103,3258,37131,3761.95
2001000,Powiat augustowski,ogółem,2016,58905,2539,36898,3816.77
2001000,Powiat augustowski,ogółem,2017,58669,2138,36611,4024.64
2001000,Powiat augustowski,ogółem,2018,58367,2157,36229,4262.39
2001000,Powiat augustowski,ogółem,2019,58068,2123,35772,4634.41
2001000,Powiat augustowski,ogółem,2020,55927,2318,33572,5009.19
2001000,Powiat augustowski,ogółem,2021,55306,2037,33090,5452.84
2001000,Powiat augustowski,ogółem,2022,54917,2128,32664,6050.82
2001000,Powiat augustowski,ogółem,2023,54449,2159,32167,6705.11
2001000,Powiat augustowski,ogółem,2024,54022,2124,31771,7617.29
2001000,Powiat augustowski,mężczyźni,2015,28969,1822,19760,NA
2001000,Powiat augustowski,mężczyźni,2016,28867,1438,19650,NA
2001000,Powiat augustowski,mężczyźni,2017,28728,1166,19568,NA
2001000,Powiat augustowski,mężczyźni,2018,28589,1185,19434,NA
2001000,Powiat augustowski,mężczyźni,2019,28432,1138,19211,NA
2001000,Powiat augustowski,mężczyźni,2020,27301,1232,18096,NA
2001000,Powiat augustowski,mężczyźni,2021,27015,1112,17865,NA
2001000,Powiat augustowski,mężczyźni,2022,26828,1137,17637,NA
2001000,Powiat augustowski,mężczyźni,2023,26595,1183,17375,NA
2001000,Powiat augustowski,mężczyźni,2024,26448,1213,17182,NA
2001000,Powiat augustowski,kobiety,2015,30134,1436,17371,NA
2001000,Powiat augustowski,kobiety,2016,30038,1101,17248,NA
2001000,Powiat augustowski,kobiety,2017,29941,972,17043,NA
2001000,Powiat augustowski,kobiety,2018,29778,972,16795,NA
2001000,Powiat augustowski,kobiety,2019,29636,985,16561,NA
2001000,Powiat augustowski,kobiety,2020,28626,1086,15476,NA
2001000,Powiat augustowski,kobiety,2021,28291,925,15225,NA
2001000,Powiat augustowski,kobiety,2022,28089,991,15027,NA
2001000,Powiat augustowski,kobiety,2023,27854,976,14792,NA
2001000,Powiat augustowski,kobiety,2024,27574,911,14589,NA
2002000,Powiat białostocki,ogółem,2015,145517,6845,92450,3338.72
2002000,Powiat białostocki,ogółem,2016,146254,5949,92413,3443.05
2002000,Powiat białostocki,ogółem,2017,147002,5010,92222,3614.69
2002000,Powiat białostocki,ogółem,2018,148145,4419,92276,3923.93
2002000,Powiat białostocki,ogółem,2019,149611,3961,92361,4189.6
2002000,Powiat białostocki,ogółem,2020,153874,5002,92134,4456.25
2002000,Powiat białostocki,ogółem,2021,155073,4485,92421,4979.46
2002000,Powiat białostocki,ogółem,2022,156370,3753,92537,5597.6
2002000,Powiat białostocki,ogółem,2023,157896,3752,92938,6296.44
2002000,Powiat białostocki,ogółem,2024,159170,3655,93196,7164.09
2002000,Powiat białostocki,mężczyźni,2015,71664,3897,49690,NA
2002000,Powiat białostocki,mężczyźni,2016,72085,3337,49745,NA
2002000,Powiat białostocki,mężczyźni,2017,72481,2722,49751,NA
2002000,Powiat białostocki,mężczyźni,2018,73073,2364,49894,NA
2002000,Powiat białostocki,mężczyźni,2019,73826,2085,49892,NA
2002000,Powiat białostocki,mężczyźni,2020,75921,2734,49719,NA
2002000,Powiat białostocki,mężczyźni,2021,76474,2523,49772,NA
2002000,Powiat białostocki,mężczyźni,2022,77097,2104,49728,NA
2002000,Powiat białostocki,mężczyźni,2023,77868,2181,49876,NA
2002000,Powiat białostocki,mężczyźni,2024,78508,2105,49952,NA
2002000,Powiat białostocki,kobiety,2015,73853,2948,42760,NA
2002000,Powiat białostocki,kobiety,2016,74169,2612,42668,NA
2002000,Powiat białostocki,kobiety,2017,74521,2288,42471,NA
2002000,Powiat białostocki,kobiety,2018,75072,2055,42382,NA
2002000,Powiat białostocki,kobiety,2019,75785,1876,42469,NA
2002000,Powiat białostocki,kobiety,2020,77953,2268,42415,NA
2002000,Powiat białostocki,kobiety,2021,78599,1962,42649,NA
2002000,Powiat białostocki,kobiety,2022,79273,1649,42809,NA
2002000,Powiat białostocki,kobiety,2023,80028,1571,43062,NA
2002000,Powiat białostocki,kobiety,2024,80662,1550,43244,NA
2003000,Powiat bielski,ogółem,2015,56562,1816,33911,3924.61
2003000,Powiat bielski,ogółem,2016,56075,1667,33421,4272.54
2003000,Powiat bielski,ogółem,2017,55427,1497,32897,4659.62
2003000,Powiat bielski,ogółem,2018,54863,1310,32388,4953.29
2003000,Powiat bielski,ogółem,2019,54353,1147,31790,5295.45
2003000,Powiat bielski,ogółem,2020,52658,1202,29961,5547.83
2003000,Powiat bielski,ogółem,2021,51813,858,29321,6292.55
2003000,Powiat bielski,ogółem,2022,51151,832,28694,6839.68
2003000,Powiat bielski,ogółem,2023,50596,875,28138,7541.54
2003000,Powiat bielski,ogółem,2024,49987,915,27624,8397.64
2003000,Powiat bielski,mężczyźni,2015,28004,930,18622,NA
2003000,Powiat bielski,mężczyźni,2016,27730,861,18355,NA
2003000,Powiat bielski,mężczyźni,2017,27416,743,18106,NA
2003000,Powiat bielski,mężczyźni,2018,27167,643,17871,NA
2003000,Powiat bielski,mężczyźni,2019,26927,559,17594,NA
2003000,Powiat bielski,mężczyźni,2020,25941,566,16513,NA
2003000,Powiat bielski,mężczyźni,2021,25537,406,16164,NA
2003000,Powiat bielski,mężczyźni,2022,25161,424,15779,NA
2003000,Powiat bielski,mężczyźni,2023,24910,447,15484,NA
2003000,Powiat bielski,mężczyźni,2024,24613,505,15204,NA
2003000,Powiat bielski,kobiety,2015,28558,886,15289,NA
2003000,Powiat bielski,kobiety,2016,28345,806,15066,NA
2003000,Powiat bielski,kobiety,2017,28011,754,14791,NA
2003000,Powiat bielski,kobiety,2018,27696,667,14517,NA
2003000,Powiat bielski,kobiety,2019,27426,588,14196,NA
2003000,Powiat bielski,kobiety,2020,26717,636,13448,NA
2003000,Powiat bielski,kobiety,2021,26276,452,13157,NA
2003000,Powiat bielski,kobiety,2022,25990,408,12915,NA
2003000,Powiat bielski,kobiety,2023,25686,428,12654,NA
2003000,Powiat bielski,kobiety,2024,25374,410,12420,NA
2004000,Powiat grajewski,ogółem,2015,48357,3246,30995,3984.35
2004000,Powiat grajewski,ogółem,2016,48041,3082,30624,4017.84
2004000,Powiat grajewski,ogółem,2017,47781,2560,30261,4329.42
2004000,Powiat grajewski,ogółem,2018,47518,2389,29914,4556.32
2004000,Powiat grajewski,ogółem,2019,47210,2059,29381,4758.98
2004000,Powiat grajewski,ogółem,2020,45636,2081,27513,4970.21
2004000,Powiat grajewski,ogółem,2021,45180,1869,27122,5526.33
2004000,Powiat grajewski,ogółem,2022,44724,1838,26718,6144.83
2004000,Powiat grajewski,ogółem,2023,44222,1748,26302,6782.16
2004000,Powiat grajewski,ogółem,2024,43756,1742,25857,8023.98
2004000,Powiat grajewski,mężczyźni,2015,24040,1723,16710,NA
2004000,Powiat grajewski,mężczyźni,2016,23860,1592,16580,NA
2004000,Powiat grajewski,mężczyźni,2017,23719,1275,16390,NA
2004000,Powiat grajewski,mężczyźni,2018,23584,1157,16236,NA
2004000,Powiat grajewski,mężczyźni,2019,23419,1032,15945,NA
2004000,Powiat grajewski,mężczyźni,2020,22539,1093,14957,NA
2004000,Powiat grajewski,mężczyźni,2021,22323,915,14737,NA
2004000,Powiat grajewski,mężczyźni,2022,22057,951,14483,NA
2004000,Powiat grajewski,mężczyźni,2023,21819,899,14218,NA
2004000,Powiat grajewski,mężczyźni,2024,21582,954,14003,NA
2004000,Powiat grajewski,kobiety,2015,24317,1523,14285,NA
2004000,Powiat grajewski,kobiety,2016,24181,1490,14044,NA
2004000,Powiat grajewski,kobiety,2017,24062,1285,13871,NA
2004000,Powiat grajewski,kobiety,2018,23934,1232,13678,NA
2004000,Powiat grajewski,kobiety,2019,23791,1027,13436,NA
2004000,Powiat grajewski,kobiety,2020,23097,988,12556,NA
2004000,Powiat grajewski,kobiety,2021,22857,954,12385,NA
2004000,Powiat grajewski,kobiety,2022,22667,887,12235,NA
2004000,Powiat grajewski,kobiety,2023,22403,849,12084,NA
2004000,Powiat grajewski,kobiety,2024,22174,788,11854,NA
2005000,Powiat hajnowski,ogółem,2015,44567,1715,26550,3715.52
2005000,Powiat hajnowski,ogółem,2016,44146,1658,26033,3783.18
2005000,Powiat hajnowski,ogółem,2017,43745,1300,25530,4149.69
2005000,Powiat hajnowski,ogółem,2018,43143,1297,24900,4389.58
2005000,Powiat hajnowski,ogółem,2019,42610,1127,24279,4690.11
2005000,Powiat hajnowski,ogółem,2020,40678,1325,22396,5165.59
2005000,Powiat hajnowski,ogółem,2021,40020,1186,21890,5821.15
2005000,Powiat hajnowski,ogółem,2022,39427,1179,21337,6773.76
2005000,Powiat hajnowski,ogółem,2023,38817,1216,20824,6831.47
2005000,Powiat hajnowski,ogółem,2024,38237,1158,20320,7592.12
2005000,Powiat hajnowski,mężczyźni,2015,21610,959,14631,NA
2005000,Powiat hajnowski,mężczyźni,2016,21374,941,14367,NA
2005000,Powiat hajnowski,mężczyźni,2017,21202,746,14145,NA
2005000,Powiat hajnowski,mężczyźni,2018,20921,733,13837,NA
2005000,Powiat hajnowski,mężczyźni,2019,20647,686,13523,NA
2005000,Powiat hajnowski,mężczyźni,2020,19668,784,12518,NA
2005000,Powiat hajnowski,mężczyźni,2021,19303,716,12196,NA
2005000,Powiat hajnowski,mężczyźni,2022,19019,709,11871,NA
2005000,Powiat hajnowski,mężczyźni,2023,18748,755,11602,NA
